order_id,customer_id,item_name,category,quantity,amount,payment_method,order_date
124,15,Skincare Set,Beauty,3,1573.14,UPI,2025-09-13
125,15,Scented Candle Set,Home Decor,1,486.68,Credit Card,2025-12-25
126,15,Makeup Kit,Beauty,1,2822.04,Credit Card,2025-09-26
127,15,Coffee & Snack,Food Court,1,312.31,Credit Card,2026-06-13
128,15,Smartwatch,Electronics,1,7977.6,Debit Card,2026-07-05
129,15,Perfume,Beauty,2,2288.21,Net Banking,2025-09-14
130,15,Wall Art Frame,Home Decor,3,1839.58,Cash,2026-07-04
131,16,Scented Candle Set,Home Decor,2,426.17,Cash,2026-05-04
132,16,Ice Cream Tub,Food Court,1,456.64,UPI,2025-09-06
133,16,Makeup Kit,Beauty,2,1027.16,Credit Card,2026-05-18
134,16,Combo Meal,Food Court,3,481.97,Net Banking,2025-09-30
135,16,Wireless Earbuds,Electronics,1,3860.38,Net Banking,2026-06-20
136,16,Running Shoes,Footwear,3,4938.4,Net Banking,2026-05-09
137,16,Casual Sandals,Footwear,1,994.27,Credit Card,2025-10-22
138,16,Remote Control Car,Toys,3,3471.31,Debit Card,2026-04-17
139,16,Winter Coat,Fashion,1,6399.02,UPI,2026-08-16
140,16,Formal Shoes,Footwear,2,1842.61,Debit Card,2026-07-28
141,16,Table Lamp,Home Decor,2,2316.76,UPI,2026-01-06
142,17,Sneakers,Fashion,3,4015.35,Net Banking,2026-08-01
143,17,Puzzle Set,Toys,1,686.0,Cash,2026-07-23
144,17,Cushion Cover Set,Home Decor,2,1186.1,Cash,2025-08-24
145,17,Denim Jacket,Fashion,1,2347.59,Debit Card,2026-07-21
146,17,Board Game,Toys,3,880.9,UPI,2025-11-25
147,17,Pizza Slice Combo,Food Court,3,339.67,Net Banking,2026-06-26
148,17,Sports Sneakers,Footwear,1,4080.44,UPI,2026-01-24
149,17,Pizza Slice Combo,Food Court,1,466.4,Cash,2026-03-16
150,17,Kids Story Set,Books,1,699.44,Cash,2025-09-06
151,17,Denim Jacket,Fashion,1,3214.01,Credit Card,2026-01-14
152,18,Self-Help Book,Books,3,578.19,Net Banking,2025-11-09
153,18,Fiction Novel,Books,3,434.86,Credit Card,2026-01-19
154,18,Board Game,Toys,3,851.65,Debit Card,2025-12-07
155,18,Dry Fruits Pack,Grocery,1,724.24,Net Banking,2026-02-25
156,18,Fiction Novel,Books,3,593.17,Cash,2026-04-30
157,18,Skincare Set,Beauty,3,1835.29,UPI,2025-09-02
158,18,Bluetooth Speaker,Electronics,2,1828.52,UPI,2026-03-03
159,18,Bluetooth Speaker,Electronics,3,3200.68,Cash,2025-09-21
160,18,Cotton T-Shirt,Fashion,1,992.78,Net Banking,2026-07-08
161,18,Sports Sneakers,Footwear,2,3969.41,UPI,2026-06-04
162,18,Board Game,Toys,3,1276.84,Credit Card,2025-10-22
163,18,Bluetooth Speaker,Electronics,3,1562.04,Credit Card,2026-07-29
164,18,Puzzle Set,Toys,2,697.16,Cash,2025-10-17
165,19,Remote Control Car,Toys,1,2936.37,Cash,2026-02-28
166,19,Formal Shirt,Fashion,3,1781.68,Net Banking,2025-12-17
167,19,Building Blocks Set,Toys,3,986.67,Credit Card,2026-07-26
168,19,Formal Shoes,Footwear,1,4352.38,UPI,2026-04-15
169,19,Fiction Novel,Books,3,253.48,Debit Card,2026-01-15
170,19,Dry Fruits Pack,Grocery,1,1032.58,Net Banking,2025-12-10
171,19,Fiction Novel,Books,3,428.68,Cash,2026-08-02
172,19,Power Bank,Electronics,2,2097.51,Cash,2025-11-02
173,20,Cushion Cover Set,Home Decor,2,789.52,UPI,2026-08-13
174,20,Dry Fruits Pack,Grocery,2,1332.03,Cash,2026-07-09
175,20,Cotton T-Shirt,Fashion,2,748.54,Credit Card,2025-11-28
176,20,Scented Candle Set,Home Decor,1,996.64,Debit Card,2026-03-06
177,20,Handbag,Fashion,3,3716.29,Debit Card,2025-12-05
178,20,Kids Story Set,Books,3,981.9,Debit Card,2026-06-09
179,20,Cotton T-Shirt,Fashion,1,604.77,Debit Card,2025-10-19
180,20,Cotton T-Shirt,Fashion,3,1161.03,Cash,2025-12-14
181,20,Coffee & Snack,Food Court,3,366.06,Debit Card,2026-03-15
182,20,Combo Meal,Food Court,3,414.12,UPI,2026-03-21
183,20,Smartwatch,Electronics,2,5290.35,Cash,2025-12-30
184,21,Smartwatch,Electronics,1,7074.33,Credit Card,2025-09-27
185,21,Hair Care Combo,Beauty,3,962.71,Cash,2026-08-02
186,22,Formal Shoes,Footwear,3,3433.52,Credit Card,2026-06-07
187,22,Combo Meal,Food Court,2,533.84,Net Banking,2026-07-11
188,22,Grocery Basket - Weekly,Grocery,2,1221.16,Net Banking,2026-01-11
189,22,Perfume,Beauty,2,2218.91,Cash,2026-02-06
190,22,Fiction Novel,Books,3,605.15,Credit Card,2026-03-05
191,22,Fiction Novel,Books,2,501.08,UPI,2026-03-31
192,22,Beverages Combo,Grocery,3,457.05,UPI,2026-06-12
193,22,Puzzle Set,Toys,3,377.37,UPI,2026-07-11
194,22,Hair Care Combo,Beauty,2,1143.49,Net Banking,2026-06-19
195,22,Winter Coat,Fashion,3,5517.05,Credit Card,2026-02-19
196,22,Kids Story Set,Books,1,544.21,Cash,2026-03-02
197,22,Casual Sandals,Footwear,1,1799.97,UPI,2026-07-15
198,22,Handbag,Fashion,3,4198.06,Credit Card,2025-11-27
199,22,Self-Help Book,Books,1,598.62,Debit Card,2026-06-01
200,23,Dry Fruits Pack,Grocery,2,543.69,Debit Card,2025-09-11
201,23,Coffee & Snack,Food Court,2,338.1,Net Banking,2026-04-26
202,23,Formal Shoes,Footwear,2,4407.11,UPI,2026-05-16
203,23,Pizza Slice Combo,Food Court,2,607.78,Net Banking,2025-12-09
204,23,Wall Art Frame,Home Decor,3,1743.65,UPI,2026-06-14
205,23,Laptop Sleeve,Electronics,2,980.59,Credit Card,2025-11-13
206,23,Skincare Set,Beauty,1,1284.61,Cash,2026-04-06
207,23,Perfume,Beauty,1,3526.93,Cash,2026-05-02
208,23,Fiction Novel,Books,2,436.7,UPI,2025-12-09
209,23,Sports Sneakers,Footwear,2,5980.84,Credit Card,2026-05-01
210,23,Fiction Novel,Books,3,627.63,Debit Card,2026-03-05
211,23,Grocery Basket - Weekly,Grocery,2,1287.69,Debit Card,2025-09-01
212,23,Pizza Slice Combo,Food Court,1,546.14,UPI,2026-08-14
213,23,Casual Sandals,Footwear,3,1258.57,Net Banking,2025-10-16
214,23,Table Lamp,Home Decor,1,2374.73,Credit Card,2026-03-22
215,24,Sports Sneakers,Footwear,3,4736.33,Credit Card,2026-01-01
216,24,Scarf,Fashion,3,843.09,Credit Card,2025-11-22
217,25,Perfume,Beauty,2,3211.92,Credit Card,2026-01-16
218,25,Self-Help Book,Books,1,585.33,Credit Card,2025-09-17
219,25,Makeup Kit,Beauty,3,1042.13,Net Banking,2025-11-18
220,25,Skincare Set,Beauty,2,1463.77,Cash,2026-08-01
221,25,Kids Story Set,Books,2,997.85,UPI,2026-07-20
222,25,Running Shoes,Footwear,3,4745.95,Debit Card,2026-03-06
223,25,Smartwatch,Electronics,3,5503.08,Cash,2026-05-26
224,25,Ice Cream Tub,Food Court,1,443.45,Credit Card,2026-01-01
225,25,Remote Control Car,Toys,1,1300.75,UPI,2026-08-02
226,25,Puzzle Set,Toys,3,893.47,UPI,2025-12-24
227,25,USB-C Hub,Electronics,2,1576.28,Credit Card,2026-02-22
228,25,Kids Story Set,Books,2,499.58,Cash,2026-01-12
229,26,Pizza Slice Combo,Food Court,1,435.61,Cash,2025-12-12
230,26,Kids Story Set,Books,3,1040.92,Credit Card,2026-01-18
231,26,Wall Art Frame,Home Decor,2,1363.66,Credit Card,2026-07-02
232,26,Kids Story Set,Books,3,645.2,Debit Card,2026-01-17
233,26,Coffee & Snack,Food Court,3,261.78,Net Banking,2026-02-24
234,26,Scented Candle Set,Home Decor,1,911.58,Cash,2026-07-16
235,26,Self-Help Book,Books,1,776.39,Cash,2025-10-16
236,26,Bluetooth Speaker,Electronics,3,1354.64,UPI,2026-02-17
237,26,Table Lamp,Home Decor,3,2049.68,UPI,2026-01-05
238,26,Cookbook,Books,3,1110.47,Net Banking,2026-06-14
239,26,Cookbook,Books,2,751.51,Credit Card,2026-04-18
240,26,Laptop Sleeve,Electronics,3,686.05,Net Banking,2026-02-06
241,26,Formal Shirt,Fashion,3,1907.45,Debit Card,2026-01-07
242,27,Puzzle Set,Toys,1,420.11,Cash,2026-07-17
243,27,Dry Fruits Pack,Grocery,3,1497.26,UPI,2026-03-13
244,27,Handbag,Fashion,2,3397.6,Debit Card,2026-06-04
245,27,Self-Help Book,Books,1,360.68,Debit Card,2026-06-13
246,27,Combo Meal,Food Court,3,376.31,Cash,2026-02-16
247,27,Perfume,Beauty,1,2913.46,UPI,2026-07-21
248,27,Cushion Cover Set,Home Decor,2,1025.7,Credit Card,2025-11-02
249,27,Beverages Combo,Grocery,2,849.64,Net Banking,2025-12-28
250,27,Self-Help Book,Books,3,738.98,Net Banking,2025-09-30
251,27,Organic Snack Pack,Grocery,1,559.57,Net Banking,2026-06-21
252,27,Beverages Combo,Grocery,2,515.26,Debit Card,2025-08-25
253,28,Makeup Kit,Beauty,2,2676.46,Net Banking,2026-05-15
254,28,Remote Control Car,Toys,3,2637.55,Credit Card,2025-11-23
255,28,Perfume,Beauty,3,2857.06,Debit Card,2026-06-06
256,28,Fiction Novel,Books,1,621.36,Credit Card,2026-07-13
257,28,Remote Control Car,Toys,2,2964.01,Credit Card,2025-10-11
258,28,Coffee & Snack,Food Court,2,310.48,Debit Card,2025-12-19
259,28,Scented Candle Set,Home Decor,3,762.84,Debit Card,2026-07-24
260,29,Cushion Cover Set,Home Decor,2,964.44,Debit Card,2025-10-17
261,29,Kids Story Set,Books,2,987.36,Debit Card,2026-01-31
262,29,Fiction Novel,Books,2,393.6,UPI,2026-06-22
263,29,Ice Cream Tub,Food Court,1,242.26,Cash,2026-03-28
264,29,Wall Art Frame,Home Decor,1,1947.76,Net Banking,2026-03-09
265,29,Self-Help Book,Books,2,681.56,Cash,2025-12-03
266,29,Coffee & Snack,Food Court,1,274.34,Net Banking,2026-02-03
267,29,Ice Cream Tub,Food Court,2,264.54,Credit Card,2026-07-30
268,29,Puzzle Set,Toys,3,658.51,Cash,2025-09-13
269,30,Skincare Set,Beauty,2,2240.19,UPI,2026-06-16
270,30,Cookbook,Books,2,792.75,Net Banking,2026-07-28
271,30,Perfume,Beauty,2,2215.07,Cash,2026-07-17
272,30,Hair Care Combo,Beauty,2,1264.4,Net Banking,2025-10-08
273,30,Cotton T-Shirt,Fashion,2,1180.07,UPI,2026-02-13
274,30,Makeup Kit,Beauty,1,2485.43,Net Banking,2025-10-19
275,31,Skincare Set,Beauty,1,877.02,Cash,2026-03-06
276,31,Hair Care Combo,Beauty,3,648.94,UPI,2026-06-13
277,31,Self-Help Book,Books,3,496.48,Net Banking,2026-03-23
278,31,Cookbook,Books,2,1066.99,Credit Card,2025-12-23
279,31,Kids Story Set,Books,2,939.05,UPI,2025-10-29
280,31,Phone Case,Electronics,3,584.75,Net Banking,2025-10-31
281,31,Running Shoes,Footwear,1,4125.63,Net Banking,2025-11-28
282,31,Wall Art Frame,Home Decor,1,1750.33,Net Banking,2026-08-07
283,32,Cotton T-Shirt,Fashion,2,415.15,Debit Card,2026-01-21
284,32,Wall Art Frame,Home Decor,3,1174.53,Credit Card,2025-12-25
285,32,Organic Snack Pack,Grocery,3,636.53,Net Banking,2025-12-22
286,32,Scented Candle Set,Home Decor,2,1165.35,UPI,2025-11-24
287,32,Makeup Kit,Beauty,3,2319.32,UPI,2025-09-09
288,32,Ice Cream Tub,Food Court,2,487.2,UPI,2025-11-11
289,32,Formal Shoes,Footwear,3,3882.17,Cash,2026-05-09
290,32,Cookbook,Books,3,779.04,UPI,2026-04-05
291,32,Handbag,Fashion,2,3868.18,UPI,2026-02-02
292,32,Beverages Combo,Grocery,3,429.45,UPI,2026-07-14
293,32,Coffee & Snack,Food Court,1,336.83,Net Banking,2026-05-12
294,32,Board Game,Toys,3,637.27,Debit Card,2025-10-27
295,32,Running Shoes,Footwear,3,4410.45,Debit Card,2026-04-30
296,33,Sneakers,Fashion,2,3321.17,Debit Card,2026-07-03
297,33,Phone Case,Electronics,1,886.75,Cash,2026-01-27
298,34,Formal Shoes,Footwear,3,2667.15,Credit Card,2026-07-24
299,34,Running Shoes,Footwear,1,5213.66,Debit Card,2026-01-22
300,34,USB-C Hub,Electronics,2,1276.39,UPI,2026-05-20
301,34,Wireless Earbuds,Electronics,3,2395.18,UPI,2026-06-30
302,34,Puzzle Set,Toys,3,893.46,Cash,2025-11-28
303,34,Dry Fruits Pack,Grocery,1,772.84,Debit Card,2026-03-07
304,34,Coffee & Snack,Food Court,1,329.65,UPI,2026-03-04
305,34,Casual Sandals,Footwear,3,1333.15,Cash,2026-01-28
306,34,Makeup Kit,Beauty,3,1082.15,Debit Card,2026-07-06
307,35,Coffee & Snack,Food Court,1,383.96,Cash,2026-04-12
308,35,Sports Sneakers,Footwear,2,5138.15,Net Banking,2026-03-22
309,35,Smartwatch,Electronics,3,6095.26,Credit Card,2026-04-25
310,35,Sneakers,Fashion,2,3227.23,Net Banking,2025-09-06
311,36,Building Blocks Set,Toys,2,1530.32,Net Banking,2026-02-16
312,36,Casual Sandals,Footwear,2,1748.83,Cash,2026-06-06
313,36,Cookbook,Books,2,1061.55,Debit Card,2025-11-21
314,36,Running Shoes,Footwear,3,3934.17,UPI,2025-08-28
315,36,Handbag,Fashion,3,1892.73,Debit Card,2025-12-08
316,36,Perfume,Beauty,3,1660.7,Credit Card,2026-01-09
317,36,Sports Sneakers,Footwear,3,2818.3,Credit Card,2026-01-07
318,36,Ice Cream Tub,Food Court,2,353.97,Credit Card,2025-11-08
319,36,Hair Care Combo,Beauty,2,1172.77,Cash,2026-08-12
320,36,Building Blocks Set,Toys,3,1669.55,Credit Card,2026-07-17
321,36,Scented Candle Set,Home Decor,3,960.31,Credit Card,2026-07-24
322,36,Combo Meal,Food Court,1,350.48,Cash,2026-06-15
323,36,Cookbook,Books,2,858.83,Credit Card,2026-02-12
324,37,Perfume,Beauty,2,3029.9,Debit Card,2026-06-24
325,37,Hair Care Combo,Beauty,3,1028.84,Credit Card,2026-05-01
326,37,Smartwatch,Electronics,3,5046.52,Cash,2025-11-18
327,37,Hair Care Combo,Beauty,1,1323.36,UPI,2025-12-31
328,37,Beverages Combo,Grocery,3,531.94,Credit Card,2026-06-27
329,37,Table Lamp,Home Decor,1,1357.27,Net Banking,2026-07-03
330,37,Power Bank,Electronics,3,1677.12,Debit Card,2026-07-30
331,37,Power Bank,Electronics,3,1470.65,Credit Card,2026-05-04
332,37,Beverages Combo,Grocery,3,563.91,UPI,2025-11-02
333,37,Self-Help Book,Books,1,450.88,Net Banking,2025-09-19
334,37,Sports Sneakers,Footwear,1,3551.75,Net Banking,2025-11-11
335,37,Dry Fruits Pack,Grocery,1,1055.85,Cash,2026-02-28
336,38,Makeup Kit,Beauty,2,2362.25,UPI,2026-06-08
337,38,Wall Art Frame,Home Decor,2,1656.18,Debit Card,2026-04-22
338,38,Remote Control Car,Toys,1,3053.29,Cash,2025-11-09
339,38,Wall Art Frame,Home Decor,2,1143.79,UPI,2026-05-11
340,38,Sneakers,Fashion,1,5388.53,Debit Card,2025-11-22
341,38,Smartwatch,Electronics,3,4574.42,Credit Card,2025-10-19
342,38,Cotton T-Shirt,Fashion,3,1043.72,Net Banking,2025-09-14
343,38,Sports Sneakers,Footwear,2,3231.11,Credit Card,2026-03-21
344,38,Casual Sandals,Footwear,1,1754.49,Debit Card,2025-12-21
345,38,Sports Sneakers,Footwear,3,5702.94,UPI,2026-03-12
346,38,Cushion Cover Set,Home Decor,2,1033.65,UPI,2026-03-19
347,38,Cookbook,Books,3,872.8,UPI,2025-12-26
348,38,Formal Shoes,Footwear,1,2644.89,Debit Card,2025-11-08
349,38,Grocery Basket - Weekly,Grocery,3,1243.32,Cash,2025-10-31
350,39,Organic Snack Pack,Grocery,2,497.92,Debit Card,2025-11-05
351,39,Coffee & Snack,Food Court,2,214.33,Cash,2025-09-29
352,39,Ice Cream Tub,Food Court,2,419.83,Debit Card,2026-05-29
353,39,Hair Care Combo,Beauty,3,684.05,Credit Card,2025-09-29
354,39,Skincare Set,Beauty,1,2226.42,Credit Card,2025-09-15
355,39,Power Bank,Electronics,3,1078.74,Credit Card,2026-04-27
356,40,Grocery Basket - Weekly,Grocery,2,1171.82,Credit Card,2026-02-13
357,40,Pizza Slice Combo,Food Court,3,306.29,Cash,2025-11-14
358,40,Wireless Earbuds,Electronics,2,3088.25,UPI,2025-11-22
359,40,Phone Case,Electronics,3,787.89,Debit Card,2026-01-15
360,40,Denim Jacket,Fashion,1,2691.46,Net Banking,2026-05-17
361,40,Makeup Kit,Beauty,2,2611.95,Credit Card,2026-02-01
362,40,Cookbook,Books,1,867.2,Debit Card,2025-09-01
363,40,Building Blocks Set,Toys,3,1549.86,Credit Card,2026-08-07
364,40,Cushion Cover Set,Home Decor,2,877.17,Credit Card,2026-07-26
365,40,Grocery Basket - Weekly,Grocery,2,1649.76,UPI,2025-09-27
366,40,Handbag,Fashion,1,4717.03,Net Banking,2026-05-07
367,40,Coffee & Snack,Food Court,1,161.64,UPI,2025-09-07
368,40,Skincare Set,Beauty,2,1104.9,Debit Card,2026-08-15
369,41,Dry Fruits Pack,Grocery,2,1428.87,Net Banking,2026-06-01
370,41,Sports Sneakers,Footwear,3,4869.62,Cash,2026-03-07
371,41,Grocery Basket - Weekly,Grocery,2,1651.35,Credit Card,2026-07-27
372,41,Wall Art Frame,Home Decor,2,1774.14,Net Banking,2025-10-18
373,41,Scented Candle Set,Home Decor,2,423.7,Cash,2026-01-05
374,41,Formal Shoes,Footwear,2,3293.2,Debit Card,2026-01-14
375,41,Table Lamp,Home Decor,2,2367.12,Credit Card,2026-04-19
376,41,Formal Shirt,Fashion,3,1100.49,Debit Card,2025-10-03
377,41,Scented Candle Set,Home Decor,1,688.56,UPI,2026-08-21
378,41,Coffee & Snack,Food Court,1,340.34,Credit Card,2026-06-17
379,41,Dry Fruits Pack,Grocery,3,948.84,Cash,2025-12-04
380,42,Wireless Earbuds,Electronics,1,2561.74,Net Banking,2025-10-22
381,42,Cookbook,Books,2,509.87,Credit Card,2026-02-06
382,42,Perfume,Beauty,1,2801.49,Cash,2025-09-07
383,43,Beverages Combo,Grocery,2,610.79,Credit Card,2026-06-10
384,43,Dry Fruits Pack,Grocery,2,775.96,Credit Card,2025-12-19
385,43,Kids Story Set,Books,3,1155.38,Cash,2025-10-07
386,43,Sports Sneakers,Footwear,2,2874.4,Cash,2026-08-20
387,44,Scented Candle Set,Home Decor,2,752.18,Net Banking,2025-09-24
388,44,Beverages Combo,Grocery,3,624.47,Cash,2026-05-13
389,44,Self-Help Book,Books,2,782.29,Cash,2026-03-27
390,44,Formal Shoes,Footwear,2,2815.35,Credit Card,2026-02-18
391,44,Casual Sandals,Footwear,3,1418.06,Cash,2026-08-10
